1585310294.57; ark; eur; 1.866361265058339 § bitcoin; eur; 4.649446912448525 § ethereum; eur; 2.2410915032676795 § litecoin; eur; 1.0119990287696612 § monero; eur; 10.739138491802615
1585477532.39; ark; eur; 2.758988981562312 § bitcoin; eur; 3.580551518336875 § ethereum; eur; 6.055461067296023 § litecoin; eur; 5.0867556420758415 § monero; eur; 1.193552001618291
1585477533.4; ark; eur; 2.926200434990331 § bitcoin; eur; 3.4428379984008415 § ethereum; eur; 7.125062602900393 § litecoin; eur; 8.721093878799731 § monero; eur; 4.465588031501687
1585477534.4; ark; eur; 2.001132047234015 § bitcoin; eur; 1.6939829445525412 § ethereum; eur; 6.650058429373701 § litecoin; eur; 8.80415191574068 § monero; eur; 4.7878469616100565
1585477535.41; ark; eur; 1.9630152463343193 § bitcoin; eur; 1.0318366887502068 § ethereum; eur; 4.431290064712684 § litecoin; eur; 7.973571546331183 § monero; eur; 4.419551041486206
1585477536.41; ark; eur; 1.0891649060112996 § bitcoin; eur; 1.0631044671971828 § ethereum; eur; 4.385606661983687 § litecoin; eur; 8.63803584185878 § monero; eur; 4.649735991563612
1585477537.42; ark; eur; 1.11139276123602 § bitcoin; eur; 1.094372245644159 § ethereum; eur; 4.7510738838156605 § litecoin; eur; 8.305803694094982 § monero; eur; 4.879920941641019
1585477538.42; ark; eur; 1.1792839497760108 § bitcoin; eur; 1.0631044671971828 § ethereum; eur; 4.568340272899674 § litecoin; eur; 8.80415191574068 § monero; eur; 4.327477061455244
1585477539.44; ark; eur; 1.1906232185238572 § bitcoin; eur; 1.0839496528285002 § ethereum; eur; 4.705390481086663 § litecoin; eur; 8.80415191574068 § monero; eur; 4.419551041486206
1585477540.45; ark; eur; 2.0503608568331644 § bitcoin; eur; 2.400677195252469 § ethereum; eur; 4.7510738838156605 § litecoin; eur; 9.028401743951378 § monero; eur; 4.879920941641019
1585477541.45; ark; eur; 2.0503608568331644 § bitcoin; eur; 4.437771848017605 § ethereum; eur; 1.791809668158525 § litecoin; eur; 8.507532412569567 § monero; eur; 4.833883951625538
1585477542.46; ark; eur; 2.7868372661932845 § bitcoin; eur; 3.977248354355401 § ethereum; eur; 1.7369583517863252 § litecoin; eur; 8.507532412569567 § monero; eur; 4.465588031501687
1585477543.46; ark; eur; 2.6742377806905258 § bitcoin; eur; 3.9353825822042916 § ethereum; eur; 1.8283772124066582 § litecoin; eur; 8.333909302108964 § monero; eur; 4.373514051470725
1585477544.47; ark; eur; 3.0450724031596836 § bitcoin; eur; 4.06097989865762 § ethereum; eur; 1.8100934402825917 § litecoin; eur; 8.941590188721076 § monero; eur; 4.695772981579093
1585477545.47; ark; eur; 3.1036314878358318 § bitcoin; eur; 3.9353825822042916 § ethereum; eur; 1.755242123910392 § litecoin; eur; 8.594343967799869 § monero; eur; 4.649735991563612
1585477546.48; ark; eur; 2.187764486963496 § bitcoin; eur; 5.195696040346554 § ethereum; eur; 1.1175439517116277 § litecoin; eur; 9.028401743951378 § monero; eur; 4.373514051470725
1585477547.48; ark; eur; 2.078376262615321 § bitcoin; eur; 4.128966410045835 § ethereum; eur; 1.0849941278753668 § litecoin; eur; 5.672069940609898 § monero; eur; 9.378398045450801
1585477548.49; ark; eur; 1.2111976898893784 § bitcoin; eur; 4.208369610239024 § ethereum; eur; 1.1283938929903814 § litecoin; eur; 5.501907842391601 § monero; eur; 9.842675176413712
1585477549.5; ark; eur; 1.3386921835619447 § bitcoin; eur; 3.9304584095628616 § ethereum; eur; 1.0632942453178593 § litecoin; eur; 5.672069940609898 § monero; eur; 9.099831766873056
1585477550.51; ark; eur; 1.018450291220519 § bitcoin; eur; 3.811353609273078 § ethereum; eur; 1.1500937755478888 § litecoin; eur; 5.5586285417977 § monero; eur; 8.728410062102727
1585477551.51; ark; eur; 0.9773007845045385 § bitcoin; eur; 4.128966410045835 § ethereum; eur; 1.0198944802028447 § litecoin; eur; 5.672069940609898 § monero; eur; 9.378398045450801
1585477552.52; ark; eur; 1.6419944178408032 § bitcoin; eur; 2.1345977154359725 § ethereum; eur; 2.900787838979643 § litecoin; eur; 5.501907842391601 § monero; eur; 8.91412091448789
1585477553.52; ark; eur; 1.6419944178408032 § bitcoin; eur; 2.093547759369896 § ethereum; eur; 2.8403547590009 § litecoin; eur; 5.842232038828195 § monero; eur; 9.74981975022113
1585477554.53; ark; eur; 2.7516415573064656 § bitcoin; eur; 1.0059647469603963 § ethereum; eur; 5.91637867821737 § litecoin; eur; 2.1268898083703003 § monero; eur; 9.74981975022113
1585477555.54; ark; eur; 2.6730232270977097 § bitcoin; eur; 1.0462033368388122 § ethereum; eur; 5.6234886446422525 § litecoin; eur; 5.842232038828195 § monero; eur; 8.91412091448789
1585477556.55; ark; eur; 3.174838444705646 § bitcoin; eur; 0.9959050994907923 § ethereum; eur; 3.021653998937128 § litecoin; eur; 5.842232038828195 § monero; eur; 9.471253471643383
1585477557.56; ark; eur; 2.9951306082128735 § bitcoin; eur; 1.0663226317780201 § ethereum; eur; 3.051870538926499 § litecoin; eur; 5.331745744173304 § monero; eur; 9.006976340680472
1585477558.57; ark; eur; 2.5774683034340318 § bitcoin; eur; 1.721028966044991 § ethereum; eur; 5.6820666513572755 § litecoin; eur; 5.785511339422096 § monero; eur; 9.099831766873056
1585477559.57; ark; eur; 2.454731717556221 § bitcoin; eur; 1.7568837361709282 § ethereum; eur; 5.740644658072299 § litecoin; eur; 2.1677915354543447 § monero; eur; 9.471253471643383
1585477560.58; ark; eur; 1.4214418537370812 § bitcoin; eur; 3.7632521736798146 § ethereum; eur; 7.055752914118815 § litecoin; eur; 2.0859880812862563 § monero; eur; 10.837206769829614
1585477561.59; ark; eur; 1.4962545828811382 § bitcoin; eur; 3.910830690294709 § ethereum; eur; 6.6365992756563115 § litecoin; eur; 2.1473406719123225 § monero; eur; 11.6034739151711
1585477562.59; ark; eur; 1.0009186615641212 § bitcoin; eur; 3.800146802833538 § ethereum; eur; 6.846176094887563 § litecoin; eur; 2.1473406719123225 § monero; eur; 8.91412091448789
1585477563.6; ark; eur; 1.0009186615641212 § bitcoin; eur; 3.910830690294709 § ethereum; eur; 7.265329733350067 § litecoin; eur; 1.9223811729500793 § monero; eur; 9.656964324028548
1585477564.6; ark; eur; 1.424133515305397 § bitcoin; eur; 5.249436197656194 § ethereum; eur; 7.195470793606317 § litecoin; eur; 2.065537217744234 § monero; eur; 9.656964324028548
1585477565.61; ark; eur; 1.409892180152343 § bitcoin; eur; 5.100867248665924 § ethereum; eur; 6.916035034631315 § litecoin; eur; 2.0041846271181676 § monero; eur; 10.837206769829614
1585477566.61; ark; eur; 2.305493438550615 § bitcoin; eur; 4.154987652897519 § ethereum; eur; 5.476145529910174 § litecoin; eur; 1.1802302163168912 § monero; eur; 10.508806564683262
1585477567.62; ark; eur; 2.2579574913640044 § bitcoin; eur; 4.5086036233568825 § ethereum; eur; 5.154019322268399 § litecoin; eur; 1.1234883789939636 § monero; eur; 11.494007180122317
1585477568.63; ark; eur; 2.89354438541091 § bitcoin; eur; 4.375997634434621 § ethereum; eur; 5.529833231183804 § litecoin; eur; 1.0894432766002071 § monero; eur; 10.399339829634478
1585477569.63; ark; eur; 2.8040533219445933 § bitcoin; eur; 4.24339164551236 § ethereum; eur; 5.0466439197211415 § litecoin; eur; 1.1348367464585492 § monero; eur; 11.384540445073533
1585477570.64; ark; eur; 2.631765774621915 § bitcoin; eur; 2.711494769434875 § ethereum; eur; 5.261394724815658 § litecoin; eur; 1.0780949091356218 § monero; eur; 11.056140239927181
1585477571.64; ark; eur; 2.5780562690173863 § bitcoin; eur; 2.659847250017068 § ethereum; eur; 2.4184091775303527 § litecoin; eur; 1.0780949091356218 § monero; eur; 11.494007180122317
1585477572.65; ark; eur; 1.8279999921733545 § bitcoin; eur; 1.06080308238438 § ethereum; eur; 2.4682732842835557 § litecoin; eur; 1.1915785837814765 § monero; eur; 11.6034739151711
1585477573.66; ark; eur; 1.757692300166687 § bitcoin; eur; 1.06080308238438 § ethereum; eur; 2.568001497789962 § litecoin; eur; 3.664854396640075 § monero; eur; 10.289873094585694
1585477574.67; ark; eur; 1.0211053248182338 § bitcoin; eur; 1.072088221558682 § ethereum; eur; 2.5929335511665634 § litecoin; eur; 3.8537644170854395 § monero; eur; 11.384540445073533
1585477575.67; ark; eur; 0.9895247477619998 § bitcoin; eur; 1.072088221558682 § ethereum; eur; 2.443341230906954 § litecoin; eur; 1.15753348138772 § monero; eur; 10.618273299732046
1585477576.68; ark; eur; 1.24300843096879 § bitcoin; eur; 1.3255231606102222 § ethereum; eur; 2.4682732842835557 § litecoin; eur; 1.1915785837814765 § monero; eur; 10.72774003478083
1585477577.68; ark; eur; 1.2186357166360686 § bitcoin; eur; 1.4371461636089777 § ethereum; eur; 0.9929508054573094 § litecoin; eur; 3.9671104293526587 § monero; eur; 10.837206769829614
1585477578.68; ark; eur; 2.039879202574161 § bitcoin; eur; 3.2315491869167623 § ethereum; eur; 1.033070029920231 § litecoin; eur; 3.8537644170854395 § monero; eur; 8.140454138695711
1585477579.69; ark; eur; 2.102968250076455 § bitcoin; eur; 3.2629234508674103 § ethereum; eur; 2.3589297573323305 § litecoin; eur; 3.627072392551002 § monero; eur; 8.221052694524381
1585477580.69; ark; eur; 2.979411216736732 § bitcoin; eur; 3.0746778671635213 § ethereum; eur; 2.1547916052554945 § litecoin; eur; 3.8915464211745125 § monero; eur; 7.576264247895018
1585477581.7; ark; eur; 3.0661901842145007 § bitcoin; eur; 3.2315491869167623 § ethereum; eur; 1.0130104176887702 § litecoin; eur; 3.9293284252635856 § monero; eur; 10.72774003478083
1585477582.7; ark; eur; 3.0046949888101744 § bitcoin; eur; 4.753216058796889 § ethereum; eur; 1.0130104176887702 § litecoin; eur; 4.004892433441731 § monero; eur; 11.494007180122317
1585477583.71; ark; eur; 2.8329981323067357 § bitcoin; eur; 4.658151737620951 § ethereum; eur; 2.2455196728451994 § litecoin; eur; 3.664854396640075 § monero; eur; 8.221052694524381
1585477584.72; ark; eur; 2.038432109905776 § bitcoin; eur; 4.519251615269145 § ethereum; eur; 2.290883706640052 § litecoin; eur; 7.620329790597064 § monero; eur; 7.737461359552359
1585477585.73; ark; eur; 2.140353715401065 § bitcoin; eur; 4.614393754537969 § ethereum; eur; 4.920604941855116 § litecoin; eur; 7.393983361173389 § monero; eur; 7.576264247895018
1585477586.74; ark; eur; 1.2271122657514535 § bitcoin; eur; 3.2084322657958393 § ethereum; eur; 5.023117544810431 § litecoin; eur; 7.695778600404956 § monero; eur; 7.576264247895018
1585477587.75; ark; eur; 1.2271122657514535 § bitcoin; eur; 3.176977047503723 § ethereum; eur; 5.330655353676375 § litecoin; eur; 7.167636931749714 § monero; eur; 8.05985558286704
1585477588.75; ark; eur; 1.1291499962639353 § bitcoin; eur; 3.3027979206721874 § ethereum; eur; 5.023117544810431 § litecoin; eur; 7.544880980789173 § monero; eur; 8.462848362010392
1585477589.76; ark; eur; 1.0431195203581116 § bitcoin; eur; 3.239887484087955 § ethereum; eur; 5.2281427507210605 § litecoin; eur; 7.771227410212847 § monero; eur; 7.8180599153810295
1585477590.76; ark; eur; 1.7663086465814697 § bitcoin; eur; 1.3861431503500252 § ethereum; eur; 5.330655353676375 § litecoin; eur; 7.469432170981281 § monero; eur; 7.656862803723689
1585477591.77; ark; eur; 1.8209367490530615 § bitcoin; eur; 1.4001445963131567 § ethereum; eur; 7.365049005384974 § litecoin; eur; 8.971809715253432 § monero; eur; 8.140454138695711
1585477592.77; ark; eur; 2.5945663525908795 § bitcoin; eur; 1.1481803843222467 § ethereum; eur; 7.087122627823277 § litecoin; eur; 8.433501132338225 § monero; eur; 7.8180599153810295
1585477593.77; ark; eur; 2.8130561507037957 § bitcoin; eur; 1.0806403617150557 § ethereum; eur; 7.017641033432853 § litecoin; eur; 8.612937326643294 § monero; eur; 7.737461359552359
1585477594.79; ark; eur; 2.8503528678731547 § bitcoin; eur; 1.1594370547567785 § ethereum; eur; 7.365049005384974 § litecoin; eur; 7.167636931749714 § monero; eur; 8.543446917839063
1585477595.81; ark; eur; 2.909735219287179 § bitcoin; eur; 1.1031537025841194 § ethereum; eur; 6.948159439042429 § litecoin; eur; 9.510118298168639 § monero; eur; 7.737461359552359
1585477596.81; ark; eur; 2.408754857395045 § bitcoin; eur; 2.7031646952587103 § ethereum; eur; 6.30257111972524 § litecoin; eur; 9.510118298168639 § monero; eur; 7.8986584712097
1585477597.82; ark; eur; 2.3855937529970155 § bitcoin; eur; 2.7031646952587103 § ethereum; eur; 5.8177579566694515 § litecoin; eur; 8.882091618100898 § monero; eur; 3.2464237781036642
1585477598.82; ark; eur; 1.3312986435167895 § bitcoin; eur; 4.679342049702078 § ethereum; eur; 5.696554665905505 § litecoin; eur; 9.240964006711035 § monero; eur; 3.3775924156028023
1585477599.83; ark; eur; 1.3861975566515026 § bitcoin; eur; 4.502763104430302 § ethereum; eur; 6.241969474343266 § litecoin; eur; 9.510118298168639 § monero; eur; 3.3448002562280177
1585477600.83; ark; eur; 0.9957229964961045 § bitcoin; eur; 4.679342049702078 § ethereum; eur; 6.1207661835793195 § litecoin; eur; 9.240964006711035 § monero; eur; 3.410384574977587
1585477601.84; ark; eur; 1.0560698447685957 § bitcoin; eur; 4.635197313384134 § ethereum; eur; 5.696554665905505 § litecoin; eur; 9.061527812405966 § monero; eur; 3.21363161872888
1585477602.84; ark; eur; 1.5221059374641484 § bitcoin; eur; 4.656801513016349 § ethereum; eur; 3.146941307394399 § litecoin; eur; 9.33068210386357 § monero; eur; 3.475968893727156
1585477603.84; ark; eur; 1.506574244224718 § bitcoin; eur; 4.7063419546441825 § ethereum; eur; 3.441967054962624 § litecoin; eur; 7.084428660175277 § monero; eur; 3.3120080968532335
1585477604.85; ark; eur; 2.586713063433437 § bitcoin; eur; 3.844958522127457 § ethereum; eur; 1.2176933386373647 § litecoin; eur; 6.342250419585486 § monero; eur; 3.1480472999793108
1585477605.85; ark; eur; 2.5113719062460556 § bitcoin; eur; 3.9189000321683696 § ethereum; eur; 1.0901254650658312 § litecoin; eur; 6.814545663597171 § monero; eur; 3.082462981229742
1585477606.86; ark; eur; 2.969427301096263 § bitcoin; eur; 3.586163236984263 § ethereum; eur; 3.409186416343932 § litecoin; eur; 7.151899409319803 § monero; eur; 3.21363161872888
1585477607.87; ark; eur; 3.089404161746617 § bitcoin; eur; 3.881929277147913 § ethereum; eur; 3.441967054962624 § litecoin; eur; 7.084428660175277 § monero; eur; 3.475968893727156
1585477608.87; ark; eur; 2.6199797451575586 § bitcoin; eur; 1.8711875930337631 § ethereum; eur; 1.124916703312613 § litecoin; eur; 6.949487161886224 § monero; eur; 3.082462981229742
1585477609.88; ark; eur; 2.6713518970233934 § bitcoin; eur; 1.907171969822874 § ethereum; eur; 1.1944991798061768 § litecoin; eur; 2.9452483692963907 § monero; eur; 3.1808394593540954
1585477610.89; ark; eur; 1.7119195795996796 § bitcoin; eur; 0.9550870962747857 § ethereum; eur; 1.636176406690967 § litecoin; eur; 2.828604869522276 § monero; eur; 1.0500552422152818
1585477611.91; ark; eur; 1.7119195795996796 § bitcoin; eur; 1.0556225800931842 § ethereum; eur; 1.7188115787460663 § litecoin; eur; 2.916087494352862 § monero; eur; 1.0500552422152818
1585477612.92; ark; eur; 1.0559947750392287 § bitcoin; eur; 1.0254619349476646 § ethereum; eur; 1.751865647568106 § litecoin; eur; 3.061891869070505 § monero; eur; 3.082462981229742
1585477613.93; ark; eur; 0.9544568159008413 § bitcoin; eur; 0.9550870962747857 § ethereum; eur; 1.6692304755130065 § litecoin; eur; 6.814545663597171 § monero; eur; 3.2464237781036642
1585477614.94; ark; eur; 1.3342061360624948 § bitcoin; eur; 2.004451231910443 § ethereum; eur; 1.6692304755130065 § litecoin; eur; 2.974409244239919 § monero; eur; 3.082462981229742
1585477615.94; ark; eur; 1.2549463656033366 § bitcoin; eur; 1.9839976479113568 § ethereum; eur; 4.217716720347059 § litecoin; eur; 3.0910527440140334 § monero; eur; 1.0300541899826097
1585477616.95; ark; eur; 2.1158325986070476 § bitcoin; eur; 3.844163394815905 § ethereum; eur; 4.303792571782713 § litecoin; eur; 2.7994439945787475 § monero; eur; 1.0400547160989457
1585477617.95; ark; eur; 2.3184123154949567 § bitcoin; eur; 4.200838348974082 § ethereum; eur; 4.389868423218368 § litecoin; eur; 1.0510916025646604 § monero; eur; 0.9800515594009297
1585477618.96; ark; eur; 2.832107632128391 § bitcoin; eur; 4.200838348974082 § ethereum; eur; 4.131640868911405 § litecoin; eur; 2.7994439945787475 § monero; eur; 0.9500499810519216
1585477619.96; ark; eur; 2.920610995632403 § bitcoin; eur; 3.804532844353885 § ethereum; eur; 4.260754646064886 § litecoin; eur; 3.003570119183448 § monero; eur; 0.9700510332845936
1585477620.97; ark; eur; 2.859084085638514 § bitcoin; eur; 3.725271743429846 § ethereum; eur; 4.217716720347059 § litecoin; eur; 2.974409244239919 § monero; eur; 0.9600505071682577
1585477621.98; ark; eur; 2.6925354981255905 § bitcoin; eur; 5.245089490591778 § ethereum; eur; 6.809087737237189 § litecoin; eur; 0.9810188290603497 § monero; eur; 1.0500552422152818
1585477622.98; ark; eur; 1.907113837358876 § bitcoin; eur; 3.9834455130195665 § ethereum; eur; 6.675576212977637 § litecoin; eur; 0.9710084328454481 § monero; eur; 1.0200536638662738
1585477623.99; ark; eur; 1.831584576473376 § bitcoin; eur; 4.4446865724218325 § ethereum; eur; 6.875843499366966 § litecoin; eur; 0.9509876404156451 § monero; eur; 1.0000526116336017
1585477624.99; ark; eur; 1.1034126754929874 § bitcoin; eur; 4.235031545420802 § ethereum; eur; 7.009355023626519 § litecoin; eur; 1.0410812063497588 § monero; eur; 1.0400547160989457
1585477625.99; ark; eur; 1.0703102952281978 § bitcoin; eur; 4.1931005400205965 § ethereum; eur; 7.009355023626519 § litecoin; eur; 1.0410812063497588 § monero; eur; 0.9600505071682577
1585477627.0; ark; eur; 1.2000576841847255 § bitcoin; eur; 4.1931005400205965 § ethereum; eur; 6.341797402328755 § litecoin; eur; 1.0010396214901527 § monero; eur; 1.0200536638662738
1585477628.0; ark; eur; 1.0971955969688918 § bitcoin; eur; 2.2021887565806524 § ethereum; eur; 6.455698474552556 § litecoin; eur; 1.0510916025646604 § monero; eur; 1.0500552422152818
1585477629.01; ark; eur; 1.8915975990544003 § bitcoin; eur; 1.1065710183519304 § ethereum; eur; 6.192200577632043 § litecoin; eur; 2.6244866045548023 § monero; eur; 3.251461499089774
